apName,protocol,ssid
2639,DOT11AC,NUS_STU
2639,DOT11N5GHZ,NUS_STU
2639,DOT11N2_4GNZ,NUS_STU
2639,DOT11N2_4GNZ,NUS_STU_2-4GHz
2639,DOT11AC,eduroam
2640,DOT11AC,NUS_STU
2640,DOT11N2_4GNZ,NUS_STU
2640,DOT11N2_4GNZ,NUS_STU_2-4GHz
2641,DOT11N2_4GNZ,NUS_STU
2642,DOT11AC,NUS_STU
2642,DOT11N5GHZ,NUS_STU
2642,DOT11N2_4GNZ,NUS_STU
2642,DOT11N2_4GNZ,NUS_STU_2-4GHz
2643,DOT11AC,NUS_STU
2643,DOT11N5GHZ,NUS_STU
2643,DOT11N2_4GNZ,NUS_STU
2643,DOT11N2_4GNZ,NUS_STU_2-4GHz
2643,DOT11AC,eduroam
2644,DOT11N5GHZ,NUS_STU
2644,DOT11N2_4GNZ,NUS_STU
2644,DOT11N2_4GNZ,NUS_STU_2-4GHz
2645,DOT11N5GHZ,eduroam
2645,DOT11N2_4GNZ,NUS_STU_2-4GHz
2646,DOT11AC,NUS_STU
2647,DOT11AC,NUS_STU
2647,DOT11N5GHZ,NUS_STU
2647,DOT11N2_4GNZ,NUS_STU
2647,DOT11N2_4GNZ,NUS_STU_2-4GHz
2647,DOT11AC,eduroam
2648,DOT11AC,NUS_STU
2648,DOT11N5GHZ,NUS_STU
2648,DOT11N2_4GNZ,NUS_STU
2648,DOT11N2_4GNZ,NUS_STU_2-4GHz
2648,DOT11AC,eduroam
2649,DOT11AC,NUS_STU
2649,DOT11N2_4GNZ,NUS_STU
2649,DOT11N2_4GNZ,NUS_STU_2-4GHz
2650,DOT11AC,NUS_STU
2650,DOT11N5GHZ,NUS_STU
2650,DOT11N2_4GNZ,NUS_STU
2650,DOT11N2_4GNZ,NUS_STU_2-4GHz
2650,DOT11AC,eduroam
2651,DOT11N5GHZ,NUS_STU
2652,DOT11AC,NUS_STU
2652,DOT11N5GHZ,NUS_STU
2652,DOT11N2_4GNZ,NUS_STU
2652,DOT11N2_4GNZ,NUS_STU_2-4GHz
2653,DOT11AC,NUS_STU
2653,DOT11N5GHZ,NUS_STU
2653,DOT11N2_4GNZ,NUS_STU
2653,DOT11N2_4GNZ,NUS_STU_2-4GHz
2654,DOT11AC,NUS_STU
2654,DOT11N5GHZ,NUS_STU
2654,DOT11N2_4GNZ,NUS_STU
2654,DOT11N2_4GNZ,NUS_STU_2-4GHz
2654,DOT11AC,eduroam
2655,DOT11N2_4GNZ,NUS_STU
2655,DOT11N2_4GNZ,NUS_STU_2-4GHz
2656,DOT11N5GHZ,NUS_STU
2656,DOT11N2_4GNZ,NUS_STU_2-4GHz
2657,DOT11N5GHZ,NUS_STU
2657,DOT11N2_4GNZ,NUS_STU
2657,DOT11N2_4GNZ,NUS_STU_2-4GHz
2658,DOT11N5GHZ,NUS_STU
2658,DOT11N2_4GNZ,NUS_STU
2658,DOT11N2_4GNZ,NUS_STU_2-4GHz
2659,DOT11N2_4GNZ,NUS_STU
2660,DOT11N2_4GNZ,NUS_STU
2661,DOT11N5GHZ,NUS_STU
2661,DOT11N2_4GNZ,NUS_STU
2661,DOT11N2_4GNZ,NUS_STU_2-4GHz
2662,DOT11N5GHZ,NUS_STU
2662,DOT11N2_4GNZ,NUS_STU
2662,DOT11N2_4GNZ,NUS_STU_2-4GHz
2663,DOT11N5GHZ,NUS_STU
2663,DOT11N2_4GNZ,NUS_STU
2663,DOT11N2_4GNZ,NUS_STU_2-4GHz
2664,DOT11AC,NUS_STU
2664,DOT11N5GHZ,NUS_STU
2664,DOT11N2_4GNZ,NUS_STU
2664,DOT11N2_4GNZ,NUS_STU_2-4GHz
2664,DOT11AC,eduroam
2665,DOT11N2_4GNZ,NUS_STU
2666,DOT11AC,NUS_STU
2666,DOT11N2_4GNZ,NUS_STU
2666,DOT11N2_4GNZ,NUS_STU_2-4GHz
2667,DOT11AC,NUS_STU
2667,DOT11N2_4GNZ,NUS_STU
2667,DOT11N2_4GNZ,NUS_STU_2-4GHz
2668,DOT11AC,NUS_STU
2668,DOT11N2_4GNZ,eduroam
2668,DOT11N2_4GNZ,NUS_STU
2669,DOT11AC,NUS_STU
2669,DOT11N5GHZ,NUS_STU
2669,DOT11N2_4GNZ,NUS_STU
2669,DOT11N2_4GNZ,NUS_STU_2-4GHz
2670,DOT11N5GHZ,NUS_STU
2671,DOT11AC,NUS_STU
2671,DOT11N2_4GNZ,eduroam
2671,DOT11N5GHZ,NUS_STU
2671,DOT11N2_4GNZ,NUS_STU
2671,DOT11N2_4GNZ,NUS_STU_2-4GHz
2671,DOT11AC,eduroam
2672,DOT11AC,NUS_STU
2672,DOT11N2_4GNZ,eduroam
2672,DOT11N5GHZ,NUS_STU
2672,DOT11N2_4GNZ,NUS_STU
2672,DOT11N2_4GNZ,NUS_STU_2-4GHz
2672,DOT11AC,eduroam
2673,DOT11AC,NUS_STU
2673,DOT11N5GHZ,NUS_STU
2673,DOT11N2_4GNZ,NUS_STU
2673,DOT11N2_4GNZ,NUS_STU_2-4GHz
2673,DOT11AC,eduroam
2674,DOT11N2_4GNZ,NUS_STU_2-4GHz
2675,DOT11AC,NUS_STU
2675,DOT11N5GHZ,NUS_STU
2675,DOT11N2_4GNZ,NUS_STU
2675,DOT11N2_4GNZ,NUS_STU_2-4GHz
2676,DOT11AC,NUS_STU
2676,DOT11N5GHZ,NUS_STU
2676,DOT11N2_4GNZ,NUS_STU
2676,DOT11N2_4GNZ,NUS_STU_2-4GHz
2677,DOT11AC,NUS_STU
2677,DOT11N5GHZ,NUS_STU
2677,DOT11N2_4GNZ,NUS_STU
2677,DOT11N2_4GNZ,NUS_STU_2-4GHz
2677,DOT11AC,eduroam
2678,DOT11AC,NUS_STU
2678,DOT11N5GHZ,NUS_STU
2678,DOT11N2_4GNZ,NUS_STU
2678,DOT11N2_4GNZ,NUS_STU_2-4GHz
2679,DOT11AC,NUS_STU
2679,DOT11N5GHZ,NUS_STU
2679,DOT11N2_4GNZ,NUS_STU
2679,DOT11N2_4GNZ,NUS_STU_2-4GHz
2680,DOT11AC,NUS_STU
2680,DOT11N5GHZ,NUS_STU
2680,DOT11N2_4GNZ,NUS_STU
2680,DOT11N2_4GNZ,NUS_STU_2-4GHz
2680,DOT11AC,eduroam
2681,DOT11AC,NUS_STU
2681,DOT11N2_4GNZ,NUS_STU
2681,DOT11N2_4GNZ,NUS_STU_2-4GHz
2682,DOT11AC,NUS_STU
2682,DOT11N5GHZ,NUS_STU
2682,DOT11N2_4GNZ,NUS_STU
2682,DOT11N2_4GNZ,NUS_STU_2-4GHz
2683,DOT11AC,NUS_STU
2683,DOT11N2_4GNZ,eduroam
2683,DOT11N5GHZ,NUS_STU
2683,DOT11N2_4GNZ,NUS_STU
2683,DOT11N2_4GNZ,NUS_STU_2-4GHz
2683,DOT11AC,eduroam
2684,DOT11AC,NUS_STU
2684,DOT11N2_4GNZ,NUS_STU
2684,DOT11N2_4GNZ,NUS_STU_2-4GHz
2684,DOT11AC,eduroam
2685,DOT11AC,NUS_STU
2685,DOT11N5GHZ,NUS_STU
2685,DOT11N2_4GNZ,NUS_STU
2685,DOT11N2_4GNZ,NUS_STU_2-4GHz
2685,DOT11AC,eduroam
2686,DOT11N2_4GNZ,eduroam
2686,DOT11N5GHZ,NUS_STU
2686,DOT11N2_4GNZ,NUS_STU
2686,DOT11N5GHZ,eduroam
2686,DOT11N2_4GNZ,NUS_STU_2-4GHz
2687,DOT11AC,NUS_STU
2687,DOT11N2_4GNZ,eduroam
2687,DOT11N5GHZ,NUS_STU
2687,DOT11N2_4GNZ,NUS_STU
2687,DOT11N2_4GNZ,NUS_STU_2-4GHz
2687,DOT11AC,eduroam
2688,DOT11AC,NUS_STU
2688,DOT11N5GHZ,NUS_STU
2688,DOT11N2_4GNZ,NUS_STU
2688,DOT11N2_4GNZ,NUS_STU_2-4GHz
2688,DOT11AC,eduroam
2689,DOT11AC,NUS_STU
2689,DOT11N2_4GNZ,NUS_STU_2-4GHz
2689,DOT11AC,eduroam
2690,DOT11N2_4GNZ,eduroam
2690,DOT11N2_4GNZ,NUS_STU
2690,DOT11N2_4GNZ,NUS_STU_2-4GHz
2691,DOT11AC,NUS_STU
2691,DOT11N5GHZ,NUS_STU
2691,DOT11N2_4GNZ,NUS_STU
2691,DOT11N2_4GNZ,NUS_STU_2-4GHz
2691,DOT11AC,eduroam
2692,DOT11AC,NUS_STU
2692,DOT11N5GHZ,NUS_STU
2692,DOT11N2_4GNZ,NUS_STU
2692,DOT11N2_4GNZ,NUS_STU_2-4GHz
2693,DOT11AC,NUS_STU
2693,DOT11N2_4GNZ,NUS_STU
2693,DOT11N2_4GNZ,NUS_STU_2-4GHz
2694,DOT11AC,NUS_STU
2694,DOT11N2_4GNZ,NUS_STU
2694,DOT11N2_4GNZ,NUS_STU_2-4GHz
2695,DOT11AC,NUS_STU
2695,DOT11N2_4GNZ,eduroam
2695,DOT11N5GHZ,NUS_STU
2695,DOT11N2_4GNZ,NUS_STU
2695,DOT11N2_4GNZ,NUS_STU_2-4GHz
2695,DOT11AC,eduroam
2696,DOT11AC,NUS_STU
2696,DOT11N5GHZ,NUS_STU
2696,DOT11N2_4GNZ,NUS_STU
2697,DOT11AC,NUS_STU
2697,DOT11N5GHZ,NUS_STU
2697,DOT11N2_4GNZ,NUS_STU
2697,DOT11N2_4GNZ,NUS_STU_2-4GHz
2698,DOT11N5GHZ,NUS_STU
2699,DOT11AC,NUS_STU
2699,DOT11N2_4GNZ,eduroam
2699,DOT11N5GHZ,NUS_STU
2699,DOT11N2_4GNZ,NUS_STU
2699,DOT11N2_4GNZ,NUS_STU_2-4GHz
2700,DOT11AC,NUS_STU
2700,DOT11N5GHZ,NUS_STU
2700,DOT11N2_4GNZ,NUS_STU
2700,DOT11N5GHZ,eduroam
2700,DOT11N2_4GNZ,NUS_STU_2-4GHz
2701,DOT11N2_4GNZ,NUS_STU_2-4GHz
2702,DOT11AC,NUS_STU
2702,DOT11N2_4GNZ,NUS_STU
2702,DOT11N2_4GNZ,NUS_STU_2-4GHz
2703,DOT11AC,NUS_STU
2703,DOT11N2_4GNZ,NUS_STU_2-4GHz
2704,DOT11AC,NUS_STU
2704,DOT11N2_4GNZ,eduroam
2704,DOT11N5GHZ,NUS_STU
2704,DOT11N2_4GNZ,NUS_STU
2704,DOT11N5GHZ,eduroam
2704,DOT11N2_4GNZ,NUS_STU_2-4GHz
2704,DOT11AC,eduroam
2705,DOT11AC,NUS_STU
2705,DOT11N2_4GNZ,NUS_STU_2-4GHz
2706,DOT11AC,NUS_STU
2706,DOT11N2_4GNZ,NUS_STU_2-4GHz
2707,DOT11AC,NUS_STU
2707,DOT11N5GHZ,NUS_STU
2707,DOT11N2_4GNZ,NUS_STU
2707,DOT11N2_4GNZ,NUS_STU_2-4GHz
2708,DOT11N2_4GNZ,NUS_STU_2-4GHz
2709,DOT11AC,NUS_STU
2709,DOT11N2_4GNZ,eduroam
2709,DOT11N2_4GNZ,NUS_STU
2709,DOT11N2_4GNZ,NUS_STU_2-4GHz
2709,DOT11AC,eduroam
2710,DOT11N5GHZ,NUS_STU
2710,DOT11N2_4GNZ,NUS_STU
2710,DOT11N2_4GNZ,NUS_STU_2-4GHz
2711,DOT11AC,NUS_STU
2711,DOT11N5GHZ,NUS_STU
2711,DOT11N2_4GNZ,NUS_STU
2711,DOT11N2_4GNZ,NUS_STU_2-4GHz
2712,DOT11N2_4GNZ,NUS_STU_2-4GHz
2713,DOT11N2_4GNZ,NUS_STU
2714,DOT11AC,NUS_STU
2714,DOT11N5GHZ,NUS_STU
2714,DOT11N2_4GNZ,NUS_STU
2714,DOT11N2_4GNZ,NUS_STU_2-4GHz
2715,DOT11N5GHZ,NUS_STU
2715,DOT11N2_4GNZ,NUS_STU_2-4GHz
2716,DOT11N2_4GNZ,NUS_STU
2716,DOT11N2_4GNZ,NUS_STU_2-4GHz
2717,DOT11N2_4GNZ,NUS_STU_2-4GHz
2718,DOT11AC,NUS_STU
2718,DOT11N2_4GNZ,NUS_STU_2-4GHz
2719,DOT11N2_4GNZ,NUS_STU
2719,DOT11N2_4GNZ,NUS_STU_2-4GHz
2720,DOT11AC,NUS_STU
2720,DOT11N2_4GNZ,eduroam
2720,DOT11N5GHZ,NUS_STU
2720,DOT11N2_4GNZ,NUS_STU
2720,DOT11N5GHZ,eduroam
2720,DOT11N2_4GNZ,NUS_STU_2-4GHz
2720,DOT11AC,eduroam
2721,DOT11N5GHZ,NUS_STU
2721,DOT11N2_4GNZ,NUS_STU
2721,DOT11N2_4GNZ,NUS_STU_2-4GHz
2722,DOT11N5GHZ,NUS_STU
2722,DOT11N2_4GNZ,NUS_STU
2722,DOT11N2_4GNZ,NUS_STU_2-4GHz
2723,DOT11N5GHZ,NUS_STU
2723,DOT11N2_4GNZ,NUS_STU
2723,DOT11N2_4GNZ,NUS_STU_2-4GHz
2724,DOT11N5GHZ,NUS_STU
2724,DOT11N2_4GNZ,NUS_STU
2724,DOT11N2_4GNZ,NUS_STU_2-4GHz
2725,DOT11N2_4GNZ,eduroam
2725,DOT11N5GHZ,NUS_STU
2725,DOT11N2_4GNZ,NUS_STU
2725,DOT11N5GHZ,eduroam
2725,DOT11N2_4GNZ,NUS_STU_2-4GHz
2726,DOT11AC,NUS_STU
2726,DOT11N2_4GNZ,NUS_STU
2726,DOT11N5GHZ,eduroam
2726,DOT11N2_4GNZ,NUS_STU_2-4GHz
2726,DOT11AC,eduroam
2727,DOT11N2_4GNZ,eduroam
2727,DOT11N2_4GNZ,NUS_STU
2727,DOT11AC,eduroam
2728,DOT11N2_4GNZ,NUS_STU_2-4GHz
2729,DOT11AC,NUS_STU
2729,DOT11N2_4GNZ,NUS_STU
2729,DOT11N2_4GNZ,NUS_STU_2-4GHz
2730,DOT11AC,NUS_STU
2730,DOT11N2_4GNZ,NUS_STU
2730,DOT11AC,eduroam
2731,DOT11N2_4GNZ,NUS_STU_2-4GHz
2732,DOT11AC,NUS_STU
2732,DOT11N2_4GNZ,NUS_STU
2732,DOT11N2_4GNZ,NUS_STU_2-4GHz
2732,DOT11AC,eduroam
2733,DOT11AC,NUS_STU
2733,DOT11N2_4GNZ,NUS_STU
2733,DOT11N2_4GNZ,NUS_STU_2-4GHz
2734,DOT11N2_4GNZ,NUS_STU
2735,DOT11AC,NUS_STU
2735,DOT11N2_4GNZ,NUS_STU
2735,DOT11N2_4GNZ,NUS_STU_2-4GHz
2736,DOT11N2_4GNZ,NUS_STU
2737,DOT11N5GHZ,NUS_STU
2738,DOT11AC,NUS_STU
2738,DOT11N2_4GNZ,NUS_STU
2738,DOT11N2_4GNZ,NUS_STU_2-4GHz
2739,DOT11N5GHZ,NUS_STU
2739,DOT11N2_4GNZ,NUS_STU_2-4GHz
2740,DOT11AC,NUS_STU
2740,DOT11N5GHZ,NUS_STU
2740,DOT11N2_4GNZ,NUS_STU
2740,DOT11N2_4GNZ,NUS_STU_2-4GHz
2740,DOT11AC,eduroam
2741,DOT11N5GHZ,NUS_STU
2741,DOT11N2_4GNZ,NUS_STU
2741,DOT11N5GHZ,eduroam
2741,DOT11N2_4GNZ,NUS_STU_2-4GHz
2742,DOT11AC,NUS_STU
2742,DOT11N2_4GNZ,NUS_STU
2742,DOT11N2_4GNZ,NUS_STU_2-4GHz
2743,DOT11N5GHZ,NUS_STU
2743,DOT11N2_4GNZ,NUS_STU
2743,DOT11N2_4GNZ,NUS_STU_2-4GHz
2744,DOT11AC,NUS_STU
2744,DOT11N5GHZ,NUS_STU
2744,DOT11N2_4GNZ,NUS_STU
2744,DOT11N2_4GNZ,NUS_STU_2-4GHz
2744,DOT11AC,eduroam
2745,DOT11N5GHZ,NUS_STU
2745,DOT11N2_4GNZ,NUS_STU_2-4GHz
2746,DOT11AC,NUS_STU
2746,DOT11N2_4GNZ,eduroam
2746,DOT11N2_4GNZ,NUS_STU
2746,DOT11AC,eduroam
2747,DOT11N2_4GNZ,eduroam
2747,DOT11N5GHZ,NUS_STU
2747,DOT11N2_4GNZ,NUS_STU
2747,DOT11N5GHZ,eduroam
2747,DOT11N2_4GNZ,NUS_STU_2-4GHz
2748,DOT11N5GHZ,NUS_STU
2748,DOT11N2_4GNZ,NUS_STU
2748,DOT11N5GHZ,eduroam
2748,DOT11N2_4GNZ,NUS_STU_2-4GHz
2749,DOT11N5GHZ,NUS_STU
2749,DOT11N2_4GNZ,NUS_STU
2749,DOT11N2_4GNZ,NUS_STU_2-4GHz
2750,DOT11N5GHZ,NUS_STU
2750,DOT11N2_4GNZ,NUS_STU
2750,DOT11N2_4GNZ,NUS_STU_2-4GHz
2751,DOT11N2_4GNZ,eduroam
2751,DOT11N5GHZ,NUS_STU
2751,DOT11N2_4GNZ,NUS_STU
2751,DOT11N2_4GNZ,NUS_STU_2-4GHz
2752,DOT11AC,NUS_STU
2752,DOT11N2_4GNZ,eduroam
2752,DOT11N5GHZ,NUS_STU
2752,DOT11N2_4GNZ,NUS_STU
2752,DOT11N2_4GNZ,NUS_STU_2-4GHz
2753,DOT11AC,NUS_STU
2753,DOT11N2_4GNZ,NUS_STU_2-4GHz
2754,DOT11N2_4GNZ,eduroam
2754,DOT11N5GHZ,NUS_STU
2754,DOT11N2_4GNZ,NUS_STU
2754,DOT11N5GHZ,eduroam
2754,DOT11N2_4GNZ,NUS_STU_2-4GHz
2755,DOT11N5GHZ,NUS_STU
2755,DOT11N2_4GNZ,NUS_STU
2755,DOT11N2_4GNZ,NUS_STU_2-4GHz
2756,DOT11N5GHZ,NUS_STU
2756,DOT11N2_4GNZ,NUS_STU
2756,DOT11N5GHZ,eduroam
2756,DOT11N2_4GNZ,NUS_STU_2-4GHz
2757,DOT11N2_4GNZ,eduroam
2757,DOT11N5GHZ,NUS_STU
2757,DOT11N2_4GNZ,NUS_STU
2757,DOT11N5GHZ,eduroam
2757,DOT11N2_4GNZ,NUS_STU_2-4GHz
2758,DOT11N2_4GNZ,NUS_2-4GHz
2758,DOT11N2_4GNZ,eduroam
2758,DOT11N5GHZ,NUS_STU
2758,DOT11N2_4GNZ,NUS_STU
2758,DOT11N2_4GNZ,NUS_STU_2-4GHz
2759,DOT11N5GHZ,NUS_STU
2759,DOT11N2_4GNZ,NUS_STU
2759,DOT11N2_4GNZ,NUS_STU_2-4GHz
2760,DOT11N5GHZ,NUS_STU
2760,DOT11N2_4GNZ,NUS_STU
2760,DOT11N5GHZ,eduroam
2761,DOT11N5GHZ,NUS_STU
2761,DOT11N2_4GNZ,NUS_STU
2761,DOT11N2_4GNZ,NUS_STU_2-4GHz
2762,DOT11N2_4GNZ,eduroam
2762,DOT11N5GHZ,NUS_STU
2762,DOT11N2_4GNZ,NUS_STU
2762,DOT11N2_4GNZ,NUS_STU_2-4GHz
2763,DOT11AC,NUS_STU
2763,DOT11AC,NUS
2763,DOT11N5GHZ,NUS_STU
2763,DOT11N2_4GNZ,NUS_STU_2-4GHz
2764,DOT11AC,NUS_STU
2764,DOT11N2_4GNZ,NUS_STU
2765,DOT11AC,NUS_STU
2765,DOT11N2_4GNZ,NUS_STU
2766,DOT11AC,NUS_STU
2766,DOT11N5GHZ,NUS_STU
2766,DOT11N2_4GNZ,NUS_STU
2766,DOT11N2_4GNZ,NUS_STU_2-4GHz
2767,DOT11N2_4GNZ,NUS_STU
2767,DOT11N2_4GNZ,NUS_STU_2-4GHz
2768,DOT11N2_4GNZ,NUS_STU
2768,DOT11N2_4GNZ,NUS_STU_2-4GHz
2769,DOT11N2_4GNZ,eduroam
2769,DOT11N2_4GNZ,NUS
2769,DOT11N5GHZ,NUS_STU
2769,DOT11N2_4GNZ,NUS_STU
2769,DOT11N5GHZ,eduroam
2769,DOT11N2_4GNZ,NUS_STU_2-4GHz
2770,DOT11N2_4GNZ,eduroam
2770,DOT11N5GHZ,NUS_STU
2770,DOT11N2_4GNZ,NUS_STU
2770,DOT11N5GHZ,eduroam
2770,DOT11N2_4GNZ,NUS_STU_2-4GHz
2771,DOT11N5GHZ,NUS_STU
2771,DOT11N2_4GNZ,NUS_STU
2772,DOT11AC,NUS_STU
2772,DOT11N5GHZ,NUS_STU
2772,DOT11N2_4GNZ,NUS_STU
2772,DOT11N2_4GNZ,NUS_STU_2-4GHz
2773,DOT11AC,NUS_STU
2773,DOT11N5GHZ,NUS_STU
2773,DOT11AC,eduroam
2774,DOT11AC,NUS_STU
2774,DOT11AC,eduroam
2775,DOT11AC,NUS_STU
2775,DOT11N2_4GNZ,eduroam
2775,DOT11N5GHZ,NUS_STU
2775,DOT11N2_4GNZ,NUS_STU
2775,DOT11N2_4GNZ,NUS_STU_2-4GHz
2776,DOT11AC,NUS_STU
2776,DOT11N5GHZ,NUS_STU
2777,DOT11AC,NUS_STU
2777,DOT11N5GHZ,NUS_STU
2777,DOT11N2_4GNZ,NUS_STU
2777,DOT11N2_4GNZ,NUS_STU_2-4GHz
2778,DOT11AC,NUS_STU
2778,DOT11AC,eduroam
2779,DOT11AC,NUS_STU
2779,DOT11N5GHZ,NUS_STU
2779,DOT11AC,eduroam
2780,DOT11AC,NUS_STU
2780,DOT11AC,eduroam
2781,DOT11N5GHZ,NUS_STU
2782,DOT11N5GHZ,NUS_STU
2782,DOT11N2_4GNZ,NUS_STU
2782,DOT11N2_4GNZ,NUS_STU_2-4GHz
2783,DOT11AC,NUS_STU
2783,DOT11N5GHZ,NUS_STU
2784,DOT11AC,NUS_STU
2784,DOT11N5GHZ,NUS_STU
2785,DOT11AC,NUS_STU
2785,DOT11AC,eduroam
2786,DOT11AC,NUS_STU
2786,DOT11N5GHZ,NUS_STU
2787,DOT11N5GHZ,NUS_STU
2787,DOT11N2_4GNZ,NUS_STU
2787,DOT11N2_4GNZ,NUS_STU_2-4GHz
2788,DOT11N5GHZ,NUS_STU
2788,DOT11N2_4GNZ,NUS_STU_2-4GHz
2789,DOT11AC,NUS_STU
2789,DOT11N5GHZ,NUS_STU
2789,DOT11N2_4GNZ,NUS_STU
2789,DOT11N5GHZ,eduroam
2789,DOT11N2_4GNZ,NUS_STU_2-4GHz
2789,DOT11AC,eduroam
2790,DOT11N5GHZ,NUS_STU
2790,DOT11N2_4GNZ,NUS_STU
2790,DOT11N2_4GNZ,NUS_STU_2-4GHz
2791,DOT11AC,NUS_STU
2791,DOT11N2_4GNZ,NUS_STU_2-4GHz
2792,DOT11AC,NUS_STU
2792,DOT11N2_4GNZ,eduroam
2792,DOT11N5GHZ,NUS_STU
2792,DOT11N2_4GNZ,NUS_STU
2792,DOT11N2_4GNZ,NUS_STU_2-4GHz
2792,DOT11AC,eduroam
2793,DOT11N5GHZ,NUS_STU
2793,DOT11N2_4GNZ,NUS_STU
2793,DOT11N5GHZ,eduroam
2793,DOT11N2_4GNZ,NUS_STU_2-4GHz
2794,DOT11AC,NUS_STU
2794,DOT11N2_4GNZ,eduroam
2794,DOT11N5GHZ,NUS_STU
2794,DOT11N2_4GNZ,NUS_STU
2794,DOT11N2_4GNZ,NUS_STU_2-4GHz
2795,DOT11N2_4GNZ,eduroam
2795,DOT11N5GHZ,NUS_STU
2795,DOT11N2_4GNZ,NUS_STU
2795,DOT11N2_4GNZ,NUS_STU_2-4GHz
2796,DOT11AC,NUS_STU
2796,DOT11N5GHZ,NUS_STU
2796,DOT11N2_4GNZ,NUS_STU
2796,DOT11N2_4GNZ,NUS_STU_2-4GHz
2796,DOT11AC,eduroam
2797,DOT11N2_4GNZ,eduroam
2797,DOT11N5GHZ,NUS_STU
2797,DOT11N2_4GNZ,NUS_STU
2797,DOT11N2_4GNZ,NUS_STU_2-4GHz
2798,DOT11N2_4GNZ,eduroam
2798,DOT11N5GHZ,NUS_STU
2798,DOT11N2_4GNZ,NUS_STU
2798,DOT11N2_4GNZ,NUS_STU_2-4GHz
2799,DOT11N5GHZ,NUS_STU
2799,DOT11N2_4GNZ,NUS_STU
2799,DOT11N2_4GNZ,NUS_STU_2-4GHz
2800,DOT11N5GHZ,NUS_STU
2800,DOT11N2_4GNZ,NUS_STU
2800,DOT11N2_4GNZ,NUS_STU_2-4GHz
2801,DOT11AC,NUS_STU
2801,DOT11N5GHZ,NUS_STU
2802,DOT11N5GHZ,NUS_STU
2802,DOT11N2_4GNZ,NUS_STU
2802,DOT11N5GHZ,eduroam
2802,DOT11N2_4GNZ,NUS_STU_2-4GHz
2803,DOT11AC,NUS_STU
2803,DOT11N5GHZ,NUS_STU
2803,DOT11AC,eduroam
2804,DOT11N5GHZ,NUS_STU
2804,DOT11N2_4GNZ,NUS_STU
2804,DOT11N2_4GNZ,NUS_STU_2-4GHz
2805,DOT11N5GHZ,NUS_STU
2805,DOT11N2_4GNZ,NUS_STU
2805,DOT11N2_4GNZ,NUS_STU_2-4GHz
2806,DOT11AC,NUS_STU
2806,DOT11N5GHZ,NUS_STU
2807,DOT11N2_4GNZ,eduroam
2807,DOT11N5GHZ,NUS_STU
2807,DOT11N2_4GNZ,NUS_STU
2807,DOT11N2_4GNZ,NUS_STU_2-4GHz
2808,DOT11N5GHZ,NUS_STU
2808,DOT11N2_4GNZ,NUS_STU
2808,DOT11N2_4GNZ,NUS_STU_2-4GHz
2809,DOT11N5GHZ,NUS_STU
2809,DOT11N2_4GNZ,NUS_STU
2809,DOT11N5GHZ,eduroam
2809,DOT11N2_4GNZ,NUS_STU_2-4GHz
2810,DOT11N5GHZ,NUS_STU
2810,DOT11N2_4GNZ,NUS_STU
2810,DOT11N2_4GNZ,NUS_STU_2-4GHz
2811,DOT11N5GHZ,NUS_STU
2811,DOT11N5GHZ,eduroam
2811,DOT11N2_4GNZ,NUS_STU_2-4GHz
2812,DOT11N5GHZ,NUS_STU
2812,DOT11N2_4GNZ,NUS_STU
2812,DOT11N2_4GNZ,NUS_STU_2-4GHz
2813,DOT11N5GHZ,NUS_STU
2813,DOT11N2_4GNZ,NUS_STU
2813,DOT11N2_4GNZ,NUS_STU_2-4GHz
2814,DOT11N5GHZ,NUS_STU
2814,DOT11N2_4GNZ,NUS_STU
2814,DOT11N2_4GNZ,NUS_STU_2-4GHz
2815,DOT11N5GHZ,NUS_STU
2815,DOT11N2_4GNZ,NUS_STU
2815,DOT11N5GHZ,eduroam
2815,DOT11N2_4GNZ,NUS_STU_2-4GHz
2816,DOT11N5GHZ,NUS_STU
2817,DOT11N2_4GNZ,eduroam
2817,DOT11N5GHZ,NUS_STU
2817,DOT11N2_4GNZ,NUS_STU
2817,DOT11N5GHZ,eduroam
2817,DOT11N2_4GNZ,NUS_STU_2-4GHz
2818,DOT11N5GHZ,NUS_STU
2818,DOT11N2_4GNZ,NUS_STU
2818,DOT11N2_4GNZ,NUS_STU_2-4GHz
2819,DOT11N5GHZ,NUS_STU
2819,DOT11N2_4GNZ,NUS_STU
2819,DOT11N2_4GNZ,NUS_STU_2-4GHz
2820,DOT11N5GHZ,NUS_STU
2820,DOT11N2_4GNZ,NUS_STU
2820,DOT11N2_4GNZ,NUS_STU_2-4GHz
2821,DOT11AC,NUS_STU
2821,DOT11AC,eduroam
2822,DOT11N5GHZ,NUS_STU
2822,DOT11N2_4GNZ,NUS_STU
2822,DOT11N2_4GNZ,NUS_STU_2-4GHz
2823,DOT11AC,NUS_STU
2823,DOT11N2_4GNZ,NUS_STU
2823,DOT11N2_4GNZ,NUS_STU_2-4GHz
2824,DOT11N2_4GNZ,eduroam
2824,DOT11N5GHZ,NUS_STU
2824,DOT11N2_4GNZ,NUS_STU
2824,DOT11N2_4GNZ,NUS_STU_2-4GHz
2825,DOT11N2_4GNZ,eduroam
2825,DOT11N5GHZ,NUS_STU
2825,DOT11N2_4GNZ,NUS_STU
2825,DOT11N5GHZ,eduroam
2825,DOT11N2_4GNZ,NUS_STU_2-4GHz
2826,DOT11AC,NUS_STU
