apName,protocol,ssid
877,DOT11N2_4GNZ,NUS_STU_2-4GHz
878,DOT11AC,NUS_STU
878,DOT11N5GHZ,NUS_STU
878,DOT11N2_4GNZ,NUS_STU
878,DOT11N2_4GNZ,NUS_STU_2-4GHz
878,DOT11AC,eduroam
879,DOT11N5GHZ,NUS_STU
879,DOT11N2_4GNZ,NUS_STU
879,DOT11N2_4GNZ,NUS_STU_2-4GHz
880,DOT11AC,NUS_STU
880,DOT11N5GHZ,NUS_STU
880,DOT11N2_4GNZ,NUS_STU
880,DOT11N2_4GNZ,NUS_STU_2-4GHz
880,DOT11AC,eduroam
881,DOT11N5GHZ,NUS_STU
881,DOT11N2_4GNZ,NUS_STU
881,DOT11N2_4GNZ,NUS_STU_2-4GHz
882,DOT11AC,NUS_STU
882,DOT11N5GHZ,NUS_STU
882,DOT11N2_4GNZ,NUS_STU
882,DOT11N2_4GNZ,NUS_STU_2-4GHz
882,DOT11AC,eduroam
883,DOT11N5GHZ,NUS_STU
883,DOT11N2_4GNZ,NUS_STU
883,DOT11N2_4GNZ,NUS_STU_2-4GHz
884,DOT11N2_4GNZ,NUS_STU
885,DOT11AC,NUS_STU
885,DOT11N5GHZ,NUS_STU
885,DOT11N2_4GNZ,NUS_STU
885,DOT11N2_4GNZ,NUS_STU_2-4GHz
886,DOT11N5GHZ,NUS_STU
886,DOT11N2_4GNZ,NUS_STU
886,DOT11N5GHZ,eduroam
886,DOT11N2_4GNZ,NUS_STU_2-4GHz
887,DOT11N2_4GNZ,eduroam
887,DOT11N5GHZ,NUS_STU
887,DOT11N2_4GNZ,NUS_STU
887,DOT11N2_4GNZ,NUS_STU_2-4GHz
888,DOT11N2_4GNZ,NUS_STU
889,DOT11N5GHZ,NUS_STU
889,DOT11N2_4GNZ,NUS_STU
890,DOT11AC,NUS_STU
891,DOT11N5GHZ,NUS_STU
891,DOT11N2_4GNZ,NUS_STU
891,DOT11N2_4GNZ,NUS_STU_2-4GHz
892,DOT11AC,NUS_STU
892,DOT11N5GHZ,NUS_STU
892,DOT11N2_4GNZ,NUS_STU
892,DOT11N2_4GNZ,NUS_STU_2-4GHz
893,DOT11AC,NUS_STU
893,DOT11N2_4GNZ,NUS_STU
894,DOT11N2_4GNZ,NUS_STU
894,DOT11N2_4GNZ,NUS_STU_2-4GHz
895,DOT11N5GHZ,NUS_STU
895,DOT11N2_4GNZ,NUS_STU
895,DOT11N2_4GNZ,NUS_STU_2-4GHz
896,DOT11N2_4GNZ,NUS_STU
896,DOT11N2_4GNZ,NUS_STU_2-4GHz
897,DOT11AC,NUS_STU
897,DOT11N5GHZ,NUS_STU
897,DOT11N2_4GNZ,NUS_STU
897,DOT11N2_4GNZ,NUS_STU_2-4GHz
897,DOT11AC,eduroam
898,DOT11N5GHZ,NUS_STU
898,DOT11N2_4GNZ,NUS_STU
898,DOT11N5GHZ,eduroam
898,DOT11N2_4GNZ,NUS_STU_2-4GHz
899,DOT11N2_4GNZ,NUS_STU
900,DOT11N2_4GNZ,eduroam
900,DOT11N5GHZ,NUS_STU
900,DOT11N2_4GNZ,NUS_STU
900,DOT11N5GHZ,eduroam
900,DOT11N2_4GNZ,NUS_STU_2-4GHz
901,DOT11N2_4GNZ,eduroam
901,DOT11N5GHZ,NUS_STU
901,DOT11N2_4GNZ,NUS_STU
901,DOT11N5GHZ,eduroam
901,DOT11N2_4GNZ,NUS_STU_2-4GHz
902,DOT11N2_4GNZ,eduroam
902,DOT11N5GHZ,NUS_STU
902,DOT11N2_4GNZ,NUS_STU
902,DOT11N5GHZ,eduroam
902,DOT11N2_4GNZ,NUS_STU_2-4GHz
903,DOT11N2_4GNZ,eduroam
903,DOT11N5GHZ,NUS_STU
903,DOT11N2_4GNZ,NUS_STU
903,DOT11N5GHZ,eduroam
903,DOT11N2_4GNZ,NUS_STU_2-4GHz
904,DOT11AC,NUS_STU
904,DOT11N2_4GNZ,NUS_STU
905,DOT11AC,NUS_STU
905,DOT11N5GHZ,NUS_STU
905,DOT11N2_4GNZ,NUS_STU
905,DOT11N2_4GNZ,NUS_STU_2-4GHz
906,DOT11N2_4GNZ,NUS_STU_2-4GHz
907,DOT11AC,NUS_STU
907,DOT11N2_4GNZ,NUS_STU
907,DOT11N2_4GNZ,NUS_STU_2-4GHz
908,DOT11AC,NUS_STU
908,DOT11N2_4GNZ,NUS_STU
908,DOT11N2_4GNZ,NUS_STU_2-4GHz
909,DOT11AC,NUS_STU
909,DOT11N2_4GNZ,NUS_STU
910,DOT11AC,NUS_STU
910,DOT11N2_4GNZ,NUS_STU
911,DOT11AC,NUS_STU
911,DOT11N2_4GNZ,NUS_STU
911,DOT11N2_4GNZ,NUS_STU_2-4GHz
912,DOT11AC,NUS_STU
912,DOT11N2_4GNZ,NUS_STU
912,DOT11N2_4GNZ,NUS_STU_2-4GHz
913,DOT11N2_4GNZ,eduroam
913,DOT11N2_4GNZ,NUS_STU
913,DOT11N2_4GNZ,NUS_STU_2-4GHz
914,DOT11AC,NUS_STU
914,DOT11N2_4GNZ,NUS_STU_2-4GHz
915,DOT11AC,NUS_STU
915,DOT11N2_4GNZ,NUS_STU
915,DOT11N2_4GNZ,NUS_STU_2-4GHz
916,DOT11AC,NUS_STU
916,DOT11N2_4GNZ,NUS_STU_2-4GHz
917,DOT11AC,NUS_STU
917,DOT11AC,eduroam
918,DOT11N2_4GNZ,NUS_STU_2-4GHz
919,DOT11AC,NUS_STU
919,DOT11N5GHZ,NUS_STU
919,DOT11N2_4GNZ,NUS_STU_2-4GHz
920,DOT11N2_4GNZ,eduroam
920,DOT11N5GHZ,NUS_STU
920,DOT11N2_4GNZ,NUS_STU
920,DOT11N5GHZ,eduroam
920,DOT11N2_4GNZ,NUS_STU_2-4GHz
921,DOT11AC,NUS_STU
921,DOT11N2_4GNZ,NUS_STU
921,DOT11AC,eduroam
922,DOT11N2_4GNZ,NUS_STU
923,DOT11N2_4GNZ,eduroam
923,DOT11N5GHZ,NUS_STU
923,DOT11N2_4GNZ,NUS_STU
923,DOT11N5GHZ,eduroam
923,DOT11N2_4GNZ,NUS_STU_2-4GHz
924,DOT11AC,NUS_STU
924,DOT11N5GHZ,NUS_STU
924,DOT11N2_4GNZ,NUS_STU
924,DOT11N2_4GNZ,NUS_STU_2-4GHz
924,DOT11AC,eduroam
925,DOT11N2_4GNZ,eduroam
925,DOT11N5GHZ,NUS_STU
925,DOT11N2_4GNZ,NUS_STU
925,DOT11N5GHZ,eduroam
925,DOT11N2_4GNZ,NUS_STU_2-4GHz
926,DOT11N5GHZ,NUS_STU
926,DOT11N2_4GNZ,NUS_STU
926,DOT11N5GHZ,NUS
926,DOT11N5GHZ,eduroam
926,DOT11N2_4GNZ,NUS_STU_2-4GHz
927,DOT11N5GHZ,NUS_STU
927,DOT11N2_4GNZ,NUS_STU
927,DOT11N2_4GNZ,NUS_STU_2-4GHz
928,DOT11N5GHZ,NUS_STU
928,DOT11N2_4GNZ,NUS_STU
928,DOT11N2_4GNZ,NUS_STU_2-4GHz
929,DOT11N2_4GNZ,NUS_STU_2-4GHz
930,DOT11AC,NUS_STU
930,DOT11N2_4GNZ,NUS_STU
930,DOT11N2_4GNZ,NUS_STU_2-4GHz
931,DOT11AC,NUS_STU
931,DOT11N2_4GNZ,NUS_STU
931,DOT11N2_4GNZ,NUS_STU_2-4GHz
932,DOT11N2_4GNZ,eduroam
932,DOT11N5GHZ,NUS_STU
932,DOT11N2_4GNZ,NUS_STU
932,DOT11N2_4GNZ,NUS_STU_2-4GHz
933,DOT11N5GHZ,NUS_STU
933,DOT11N2_4GNZ,NUS_STU_2-4GHz
934,DOT11N2_4GNZ,NUS_2-4GHz
934,DOT11N5GHZ,NUS_STU
934,DOT11N2_4GNZ,NUS_STU
934,DOT11N5GHZ,eduroam
934,DOT11N2_4GNZ,NUS_STU_2-4GHz
935,DOT11N2_4GNZ,NUS_STU_2-4GHz
936,DOT11AC,NUS_STU
936,DOT11N5GHZ,NUS_STU
936,DOT11N2_4GNZ,NUS_STU
936,DOT11N2_4GNZ,NUS_STU_2-4GHz
936,DOT11AC,eduroam
937,DOT11N5GHZ,NUS_STU
937,DOT11N2_4GNZ,NUS_STU
937,DOT11N2_4GNZ,NUS_STU_2-4GHz
938,DOT11N2_4GNZ,eduroam
938,DOT11N5GHZ,NUS_STU
938,DOT11N2_4GNZ,NUS_STU
938,DOT11N5GHZ,eduroam
938,DOT11N2_4GNZ,NUS_STU_2-4GHz
939,DOT11AC,NUS_STU
940,DOT11AC,NUS_STU
941,DOT11AC,NUS_STU
941,DOT11N2_4GNZ,NUS_STU
942,DOT11AC,NUS_STU
942,DOT11N2_4GNZ,NUS_2-4GHz
942,DOT11N2_4GNZ,NUS_STU
942,DOT11N2_4GNZ,NUS_STU_2-4GHz
943,DOT11AC,NUS_STU
943,DOT11N2_4GNZ,NUS_STU
944,DOT11AC,NUS_STU
944,DOT11N2_4GNZ,NUS_STU
944,DOT11N2_4GNZ,NUS_STU_2-4GHz
945,DOT11AC,NUS_STU
945,DOT11N2_4GNZ,NUS_STU
945,DOT11N2_4GNZ,NUS_STU_2-4GHz
946,DOT11AC,NUS_STU
946,DOT11N5GHZ,NUS_STU
946,DOT11N2_4GNZ,NUS_STU
946,DOT11N2_4GNZ,NUS_STU_2-4GHz
947,DOT11N2_4GNZ,NUS_STU_2-4GHz
948,DOT11AC,NUS_STU
948,DOT11N2_4GNZ,eduroam
948,DOT11N2_4GNZ,NUS_STU
948,DOT11N2_4GNZ,NUS_STU_2-4GHz
948,DOT11AC,eduroam
949,DOT11AC,NUS_STU
950,DOT11AC,NUS_STU
950,DOT11N5GHZ,NUS_STU
950,DOT11N2_4GNZ,NUS_STU
950,DOT11N5GHZ,eduroam
950,DOT11N2_4GNZ,NUS_STU_2-4GHz
950,DOT11AC,eduroam
951,DOT11AC,NUS_STU
951,DOT11N2_4GNZ,NUS_STU
951,DOT11N2_4GNZ,NUS_STU_2-4GHz
952,DOT11AC,NUS_STU
952,DOT11N2_4GNZ,eduroam
952,DOT11N5GHZ,NUS_STU
952,DOT11N2_4GNZ,NUS_STU
952,DOT11N2_4GNZ,NUS_STU_2-4GHz
952,DOT11AC,eduroam
953,DOT11AC,NUS_STU
953,DOT11N5GHZ,NUS_STU
953,DOT11N2_4GNZ,NUS_STU
953,DOT11N2_4GNZ,NUS_STU_2-4GHz
954,DOT11N5GHZ,NUS_STU
954,DOT11N2_4GNZ,NUS_STU
954,DOT11N5GHZ,eduroam
954,DOT11N2_4GNZ,NUS_STU_2-4GHz
955,DOT11N5GHZ,NUS_STU
955,DOT11N2_4GNZ,NUS_STU
955,DOT11N2_4GNZ,NUS_STU_2-4GHz
956,DOT11N2_4GNZ,eduroam
956,DOT11N5GHZ,NUS_STU
956,DOT11N2_4GNZ,NUS_STU
956,DOT11N5GHZ,eduroam
956,DOT11N2_4GNZ,NUS_STU_2-4GHz
957,DOT11AC,NUS_STU
957,DOT11N2_4GNZ,NUS_STU
958,DOT11AC,NUS_STU
958,DOT11AC,NUS
958,DOT11N5GHZ,NUS_STU
958,DOT11N2_4GNZ,NUS_STU
958,DOT11N2_4GNZ,NUS_STU_2-4GHz
958,DOT11AC,eduroam
959,DOT11N5GHZ,NUS_STU
959,DOT11N2_4GNZ,NUS_STU
959,DOT11N2_4GNZ,NUS_STU_2-4GHz
960,DOT11AC,NUS_STU
960,DOT11N2_4GNZ,eduroam
960,DOT11N5GHZ,NUS_STU
960,DOT11N2_4GNZ,NUS_STU
960,DOT11N5GHZ,eduroam
960,DOT11N2_4GNZ,NUS_STU_2-4GHz
960,DOT11AC,eduroam
961,DOT11N5GHZ,NUS_STU
961,DOT11N2_4GNZ,NUS_STU
961,DOT11N2_4GNZ,NUS_STU_2-4GHz
962,DOT11AC,NUS_STU
962,DOT11N5GHZ,NUS_STU
962,DOT11N2_4GNZ,NUS_STU
962,DOT11N2_4GNZ,NUS_STU_2-4GHz
962,DOT11AC,eduroam
963,DOT11N5GHZ,NUS_STU
963,DOT11N2_4GNZ,NUS_STU
963,DOT11N2_4GNZ,NUS_STU_2-4GHz
964,DOT11AC,NUS_STU
964,DOT11N2_4GNZ,eduroam
964,DOT11N5GHZ,NUS_STU
964,DOT11N2_4GNZ,NUS_STU
964,DOT11N5GHZ,eduroam
964,DOT11N2_4GNZ,NUS_STU_2-4GHz
964,DOT11AC,eduroam
965,DOT11N5GHZ,NUS_STU
965,DOT11N2_4GNZ,NUS_STU
965,DOT11N2_4GNZ,NUS_STU_2-4GHz
966,DOT11N2_4GNZ,NUS_2-4GHz
966,DOT11N2_4GNZ,eduroam
966,DOT11N5GHZ,NUS_STU
966,DOT11N2_4GNZ,NUS_STU
967,DOT11N5GHZ,NUS_STU
967,DOT11N2_4GNZ,NUS_STU
967,DOT11N2_4GNZ,NUS_STU_2-4GHz
968,DOT11AC,NUS_STU
968,DOT11AC,NUS
968,DOT11N5GHZ,NUS_STU
968,DOT11N2_4GNZ,NUS_STU
968,DOT11N5GHZ,eduroam
968,DOT11N2_4GNZ,NUS_STU_2-4GHz
968,DOT11AC,eduroam
969,DOT11AC,NUS_STU
969,DOT11N2_4GNZ,eduroam
969,DOT11N5GHZ,NUS_STU
969,DOT11N2_4GNZ,NUS_STU
969,DOT11N2_4GNZ,NUS_STU_2-4GHz
969,DOT11AC,eduroam
970,DOT11AC,NUS_STU
970,DOT11N2_4GNZ,eduroam
970,DOT11N5GHZ,NUS_STU
970,DOT11N2_4GNZ,NUS_STU
970,DOT11N5GHZ,eduroam
970,DOT11N2_4GNZ,NUS_STU_2-4GHz
970,DOT11AC,eduroam
971,DOT11N5GHZ,NUS_STU
971,DOT11N2_4GNZ,NUS_STU
971,DOT11N2_4GNZ,NUS_STU_2-4GHz
972,DOT11N2_4GNZ,eduroam
972,DOT11N5GHZ,NUS_STU
972,DOT11N2_4GNZ,NUS_STU
972,DOT11N5GHZ,eduroam
972,DOT11N2_4GNZ,NUS_STU_2-4GHz
973,DOT11AC,NUS_STU
973,DOT11N2_4GNZ,eduroam
973,DOT11N5GHZ,NUS_STU
973,DOT11N2_4GNZ,NUS_STU
973,DOT11N5GHZ,eduroam
973,DOT11N2_4GNZ,NUS_STU_2-4GHz
973,DOT11AC,eduroam
974,DOT11AC,NUS_STU
974,DOT11N2_4GNZ,eduroam
974,DOT11N5GHZ,NUS_STU
974,DOT11N2_4GNZ,NUS_STU
974,DOT11N2_4GNZ,NUS_STU_2-4GHz
974,DOT11AC,eduroam
975,DOT11N5GHZ,NUS_STU
975,DOT11N2_4GNZ,NUS_STU
975,DOT11N2_4GNZ,NUS_STU_2-4GHz
976,DOT11N5GHZ,NUS_STU
976,DOT11N2_4GNZ,NUS_STU
976,DOT11N5GHZ,eduroam
976,DOT11N2_4GNZ,NUS_STU_2-4GHz
977,DOT11N2_4GNZ,eduroam
977,DOT11N5GHZ,NUS_STU
977,DOT11N2_4GNZ,NUS_STU
977,DOT11N5GHZ,eduroam
977,DOT11N2_4GNZ,NUS_STU_2-4GHz
978,DOT11N5GHZ,NUS_STU
978,DOT11N2_4GNZ,NUS_STU
978,DOT11N2_4GNZ,NUS_STU_2-4GHz
979,DOT11N2_4GNZ,eduroam
979,DOT11N5GHZ,NUS_STU
979,DOT11N2_4GNZ,NUS_STU
979,DOT11N5GHZ,NUS
979,DOT11N5GHZ,eduroam
979,DOT11N2_4GNZ,NUS_STU_2-4GHz
980,DOT11AC,NUS_STU
980,DOT11N2_4GNZ,NUS_STU
980,DOT11N2_4GNZ,NUS_STU_2-4GHz
981,DOT11N5GHZ,NUS_STU
981,DOT11N2_4GNZ,NUS_STU_2-4GHz
982,DOT11N5GHZ,NUS_STU
982,DOT11N2_4GNZ,NUS_STU
982,DOT11N5GHZ,eduroam
982,DOT11N2_4GNZ,NUS_STU_2-4GHz
983,DOT11N5GHZ,NUS_STU
983,DOT11N2_4GNZ,NUS_STU
983,DOT11N2_4GNZ,NUS_STU_2-4GHz
984,DOT11N2_4GNZ,NUS_STU
985,DOT11N2_4GNZ,eduroam
985,DOT11N5GHZ,NUS_STU
985,DOT11N2_4GNZ,NUS_STU
985,DOT11N5GHZ,eduroam
985,DOT11N2_4GNZ,NUS_STU_2-4GHz
986,DOT11N5GHZ,NUS_STU
986,DOT11N2_4GNZ,NUS_STU
986,DOT11N2_4GNZ,NUS_STU_2-4GHz
987,DOT11N2_4GNZ,eduroam
987,DOT11A,NUS_STU
987,DOT11N5GHZ,NUS_STU
987,DOT11N2_4GNZ,NUS_STU
987,DOT11N5GHZ,eduroam
987,DOT11N2_4GNZ,NUS_STU_2-4GHz
988,DOT11AC,NUS_STU
988,DOT11N2_4GNZ,NUS_STU
988,DOT11N2_4GNZ,NUS_STU_2-4GHz
989,DOT11AC,NUS_STU
989,DOT11N5GHZ,NUS_STU
989,DOT11N2_4GNZ,NUS_STU
989,DOT11N2_4GNZ,NUS_STU_2-4GHz
990,DOT11AC,NUS_STU
990,DOT11N5GHZ,NUS_STU
990,DOT11N2_4GNZ,NUS_STU
990,DOT11N2_4GNZ,NUS_STU_2-4GHz
991,DOT11N5GHZ,NUS_STU
992,DOT11AC,NUS_STU
992,DOT11N5GHZ,NUS_STU
992,DOT11N2_4GNZ,NUS_STU
992,DOT11N2_4GNZ,NUS_STU_2-4GHz
993,DOT11N5GHZ,NUS_STU
993,DOT11N2_4GNZ,NUS_STU
993,DOT11N5GHZ,eduroam
993,DOT11N2_4GNZ,NUS_STU_2-4GHz
994,DOT11N5GHZ,NUS_STU
994,DOT11N5GHZ,eduroam
995,DOT11AC,NUS_STU
995,DOT11N2_4GNZ,NUS_STU
995,DOT11N2_4GNZ,NUS_STU_2-4GHz
995,DOT11AC,eduroam
996,DOT11N5GHZ,NUS_STU
996,DOT11N2_4GNZ,NUS_STU
996,DOT11N2_4GNZ,NUS_STU_2-4GHz
997,DOT11N5GHZ,NUS_STU
997,DOT11N2_4GNZ,NUS_STU
997,DOT11N2_4GNZ,NUS_STU_2-4GHz
998,DOT11N5GHZ,NUS_STU
998,DOT11N2_4GNZ,NUS_STU
998,DOT11N5GHZ,NUS
998,DOT11N2_4GNZ,NUS_STU_2-4GHz
999,DOT11N5GHZ,NUS_STU
999,DOT11N2_4GNZ,NUS_STU
999,DOT11N2_4GNZ,NUS_STU_2-4GHz
1000,DOT11AC,NUS_STU
1000,DOT11N2_4GNZ,NUS_STU
1000,DOT11N2_4GNZ,NUS_STU_2-4GHz
1001,DOT11AC,NUS_STU
1001,DOT11N2_4GNZ,NUS_STU
1001,DOT11N2_4GNZ,NUS_STU_2-4GHz
1002,DOT11N2_4GNZ,eduroam
1002,DOT11N5GHZ,NUS_STU
1002,DOT11N2_4GNZ,NUS_STU
1002,DOT11N2_4GNZ,NUS_STU_2-4GHz
1003,DOT11AC,NUS_STU
1003,DOT11N2_4GNZ,NUS_STU
1003,DOT11N2_4GNZ,NUS_STU_2-4GHz
1004,DOT11N5GHZ,NUS_STU
1004,DOT11N2_4GNZ,NUS_STU
1004,DOT11N2_4GNZ,NUS_STU_2-4GHz
1005,DOT11AC,NUS_STU
1005,DOT11N2_4GNZ,NUS_STU
1006,DOT11N2_4GNZ,NUS_STU_2-4GHz
1007,DOT11N5GHZ,NUS_STU
1007,DOT11N2_4GNZ,NUS_STU
1007,DOT11N2_4GNZ,NUS_STU_2-4GHz
1008,DOT11AC,NUS_STU
1008,DOT11N2_4GNZ,NUS_2-4GHz
1008,DOT11N5GHZ,NUS_STU
1008,DOT11N2_4GNZ,NUS_STU
1008,DOT11N2_4GNZ,NUS_STU_2-4GHz
1009,DOT11AC,NUS_STU
1009,DOT11N2_4GNZ,NUS_STU
1009,DOT11N2_4GNZ,NUS_STU_2-4GHz
1010,DOT11AC,NUS_STU
1010,DOT11N5GHZ,NUS_STU
1010,DOT11N2_4GNZ,NUS_STU
1010,DOT11N2_4GNZ,NUS_STU_2-4GHz
1011,DOT11N2_4GNZ,NUS_STU
1011,DOT11N2_4GNZ,NUS_STU_2-4GHz
1012,DOT11AC,NUS_STU
1012,DOT11N2_4GNZ,NUS_STU
1013,DOT11AC,NUS_STU
1013,DOT11N2_4GNZ,NUS_STU
1013,DOT11N2_4GNZ,NUS_STU_2-4GHz
1014,DOT11AC,NUS
1015,DOT11N2_4GNZ,NUS_STU
1015,DOT11N2_4GNZ,NUS_STU_2-4GHz
1016,DOT11N2_4GNZ,eduroam
1016,DOT11N5GHZ,NUS_STU
1016,DOT11N2_4GNZ,NUS_STU
1016,DOT11N2_4GNZ,NUS_STU_2-4GHz
1017,DOT11N2_4GNZ,NUS_STU
1017,DOT11N2_4GNZ,NUS_STU_2-4GHz
1018,DOT11N5GHZ,NUS_STU
1018,DOT11N2_4GNZ,NUS_STU
1018,DOT11N5GHZ,eduroam
1018,DOT11N2_4GNZ,NUS_STU_2-4GHz
1019,DOT11N2_4GNZ,NUS_STU_2-4GHz
1020,DOT11N5GHZ,NUS_STU
1021,DOT11N5GHZ,NUS_STU
1021,DOT11N2_4GNZ,NUS_STU_2-4GHz
1022,DOT11AC,NUS_STU
1022,DOT11N2_4GNZ,NUS_STU
1022,DOT11N2_4GNZ,NUS_STU_2-4GHz
1023,DOT11AC,NUS_STU
1023,DOT11N5GHZ,NUS_STU
1023,DOT11N2_4GNZ,NUS_STU_2-4GHz
1024,DOT11N2_4GNZ,eduroam
1024,DOT11N5GHZ,NUS_STU
1024,DOT11N2_4GNZ,NUS_STU
1024,DOT11N5GHZ,eduroam
1024,DOT11N2_4GNZ,NUS_STU_2-4GHz
1025,DOT11N2_4GNZ,NUS_STU_2-4GHz
1026,DOT11N2_4GNZ,NUS_STU
1026,DOT11N2_4GNZ,NUS_STU_2-4GHz
1027,DOT11N5GHZ,NUS_STU
1027,DOT11N2_4GNZ,NUS_STU
1028,DOT11N5GHZ,NUS_STU
1028,DOT11N2_4GNZ,NUS_STU
1028,DOT11N2_4GNZ,NUS_STU_2-4GHz
1029,DOT11N2_4GNZ,NUS_STU
1029,DOT11N2_4GNZ,NUS_STU_2-4GHz
1030,DOT11AC,NUS_STU
1031,DOT11AC,NUS_STU
1031,DOT11AC,NUS
1031,DOT11N2_4GNZ,eduroam
1031,DOT11N5GHZ,NUS_STU
1031,DOT11N2_4GNZ,NUS_STU
1031,DOT11N5GHZ,eduroam
1031,DOT11N2_4GNZ,NUS_STU_2-4GHz
1031,DOT11AC,eduroam
1032,DOT11AC,NUS_STU
1032,DOT11AC,NUS
1032,DOT11N2_4GNZ,eduroam
1032,DOT11N5GHZ,NUS_STU
1032,DOT11N2_4GNZ,NUS_STU
1032,DOT11N2_4GNZ,NUS_STU_2-4GHz
1032,DOT11AC,eduroam
1033,DOT11AC,NUS_STU
1033,DOT11N2_4GNZ,NUS_STU
1033,DOT11N2_4GNZ,NUS_STU_2-4GHz
1033,DOT11AC,eduroam
1034,DOT11AC,NUS_STU
1034,DOT11N2_4GNZ,eduroam
1034,DOT11N5GHZ,NUS_STU
1034,DOT11N2_4GNZ,NUS_STU
1034,DOT11N5GHZ,eduroam
1034,DOT11N2_4GNZ,NUS_STU_2-4GHz
1034,DOT11AC,eduroam
1035,DOT11AC,NUS_STU
1035,DOT11N2_4GNZ,NUS_STU
1035,DOT11N2_4GNZ,NUS_STU_2-4GHz
1036,DOT11AC,NUS_STU
1036,DOT11N5GHZ,NUS_STU
1036,DOT11N2_4GNZ,NUS_STU
1036,DOT11N2_4GNZ,NUS_STU_2-4GHz
1036,DOT11AC,eduroam
1037,DOT11N5GHZ,NUS_STU
1037,DOT11N5GHZ,eduroam
1037,DOT11N2_4GNZ,NUS_STU_2-4GHz
1038,DOT11N5GHZ,NUS_STU
1038,DOT11N2_4GNZ,NUS_STU
1038,DOT11N2_4GNZ,NUS_STU_2-4GHz
1039,DOT11AC,NUS_STU
1039,DOT11AC,eduroam
1040,DOT11N5GHZ,NUS_STU
1040,DOT11N2_4GNZ,NUS_STU
1040,DOT11N2_4GNZ,NUS_STU_2-4GHz
1041,DOT11AC,NUS_STU
1041,DOT11N2_4GNZ,eduroam
1041,DOT11N5GHZ,NUS_STU
1041,DOT11N2_4GNZ,NUS_STU
1041,DOT11N2_4GNZ,NUS_STU_2-4GHz
1041,DOT11AC,eduroam
1042,DOT11AC,NUS_STU
1042,DOT11N5GHZ,NUS_STU
1042,DOT11N2_4GNZ,NUS_STU
1042,DOT11N2_4GNZ,NUS_STU_2-4GHz
1042,DOT11AC,eduroam
1043,DOT11AC,NUS_STU
1043,DOT11N5GHZ,NUS_STU
1043,DOT11AC,eduroam
1044,DOT11AC,NUS_STU
1044,DOT11N5GHZ,NUS_STU
1044,DOT11N5GHZ,eduroam
1044,DOT11AC,eduroam
1045,DOT11AC,NUS_STU
1045,DOT11N5GHZ,NUS_STU
1045,DOT11AC,eduroam
1046,DOT11AC,NUS_STU
1046,DOT11N5GHZ,NUS_STU
1046,DOT11N5GHZ,eduroam
1047,DOT11AC,NUS_STU
1047,DOT11N2_4GNZ,eduroam
1047,DOT11N5GHZ,NUS_STU
1047,DOT11N2_4GNZ,NUS_STU
1047,DOT11N2_4GNZ,NUS_STU_2-4GHz
1047,DOT11AC,eduroam
1048,DOT11AC,NUS_STU
1048,DOT11N5GHZ,NUS_STU
1048,DOT11AC,eduroam
1049,DOT11AC,NUS_STU
1049,DOT11N5GHZ,NUS_STU
1050,DOT11AC,NUS_STU
1050,DOT11N5GHZ,NUS_STU
1050,DOT11N2_4GNZ,NUS_STU
1050,DOT11N2_4GNZ,NUS_STU_2-4GHz
1051,DOT11AC,NUS_STU
1051,DOT11N5GHZ,NUS_STU
1051,DOT11AC,eduroam
1052,DOT11G,NUS_STU_2-4GHz
1052,DOT11N2_4GNZ,eduroam
1052,DOT11N5GHZ,NUS_STU
1052,DOT11N2_4GNZ,NUS_STU
1052,DOT11N2_4GNZ,NUS_STU_2-4GHz
1053,DOT11N2_4GNZ,eduroam
1053,DOT11N5GHZ,NUS_STU
1053,DOT11N2_4GNZ,NUS_STU
1053,DOT11N2_4GNZ,NUS_STU_2-4GHz
1054,DOT11AC,NUS_STU
1054,DOT11N2_4GNZ,NUS_STU
1054,DOT11N2_4GNZ,NUS_STU_2-4GHz
1055,DOT11AC,NUS_STU
1055,DOT11N2_4GNZ,NUS_STU
1055,DOT11N2_4GNZ,NUS_STU_2-4GHz
1056,DOT11AC,NUS_STU
1056,DOT11N2_4GNZ,NUS_STU
1056,DOT11N2_4GNZ,NUS_STU_2-4GHz
1057,DOT11AC,NUS_STU
1057,DOT11N2_4GNZ,NUS_STU
1057,DOT11N2_4GNZ,NUS_STU_2-4GHz
1058,DOT11G,NUS_STU_2-4GHz
1058,DOT11N5GHZ,NUS_STU
1058,DOT11N2_4GNZ,NUS_STU
1058,DOT11N5GHZ,eduroam
1058,DOT11N2_4GNZ,NUS_STU_2-4GHz
1059,DOT11AC,NUS_STU
1059,DOT11N2_4GNZ,NUS_STU
1059,DOT11N2_4GNZ,NUS_STU_2-4GHz
1059,DOT11AC,eduroam
1060,DOT11AC,NUS_STU
1060,DOT11N2_4GNZ,NUS_STU
1060,DOT11N2_4GNZ,NUS_STU_2-4GHz
1061,DOT11G,NUS_STU_2-4GHz
1061,DOT11N2_4GNZ,eduroam
1061,DOT11N5GHZ,NUS_STU
1061,DOT11N2_4GNZ,NUS_STU
1061,DOT11N5GHZ,eduroam
1061,DOT11N2_4GNZ,NUS_STU_2-4GHz
1062,DOT11N5GHZ,NUS_STU
1063,DOT11N2_4GNZ,NUS
1063,DOT11N2_4GNZ,NUS_STU
1064,DOT11AC,NUS_STU
1064,DOT11N2_4GNZ,NUS_STU
1064,DOT11N2_4GNZ,NUS_STU_2-4GHz
1065,DOT11N5GHZ,NUS_STU
1065,DOT11N2_4GNZ,NUS_STU
